Class,Skill Name,Skill Description,Rune 1 Name,Rune 1 Description,Rune 2 Name,Rune 2 Description,Rune 3 Name,Rune 3 Description,Rune 4 Name,Rune 4 Description,Rune 5 Name,Rune 5 Description
Witch Doctor,Acid Cloud,"Cost: 175 Mana - Cause acid to rain down, dealing an initial 300% weapon damage as Poison, followed by 360% weapon damage as Poison over 3 seconds to enemies who remain in the area.",Acid Rain,Increase the initial area of effect of Acid Cloud to 24 yards.,Lob Blob Bomb,The acid on the ground forms into a slime that irradiates nearby enemies for 600% weapon damage as Poison over 5 seconds.,Slow Burn,Create pools of frost to deal 720% weapon damage as Cold over 6 seconds.,Kiss of Death,"Spit a cloud of acid that deals 333% weapon damage as Poison, followed by 400% weapon damage as Poison over 3 seconds.",Corpse Bomb,Raise a corpse from the ground that explodes for 700% weapon damage as Fire to enemies in the area.

Witch Doctor,Big Bad Voodoo,Cooldown: 120 seconds - Conjure a Fetish that begins a ritual dance that increases the attack speed and movement speed of all nearby allies by 15% for 20 seconds.,Jungle Drums,Increase the duration of the ritual to 30 seconds.,Rain Dance,The ritual restores 250 Mana per second while standing in the ritual area.,Slam Dance,The Fetish increases the damage of all nearby allies by 15%.,Ghost Trance,The ritual heals all nearby allies for 5% of their maximum Life per second and reduces all damage taken by 20%.,Boogie Man,Enemies who die in the ritual area have a 50% chance to resurrect as a Zombie Dog.

Witch Doctor,Firebats,Cost: 125 Mana - Call forth a swarm of fiery bats to burn enemies in front of you for 475% weapon damage as Fire.,Dire Bats,Summon fewer but larger bats that travel a long distance and deal 500% weapon damage as Fire.,Vampire Bats,Firebats has an initial Mana cost of 250 mana but no longer has a channeling cost.Firebats' damage type turns into Physical.,Plague Bats,"Diseased bats fly towards the enemy and infect them. Damage is slow at first, but can increase over time to a maximum of 720% weapon damage as Poison.",Hungry Bats,Rapidly summon two bats that each seek out a nearby enemy for 750% weapon damage as Fire.,Cloud of Bats,"Call forth a swirl of bats that damage nearby enemies for 425% weapon damage as Fire. The damage of the bats increases every second, up to a maximum of 850% weapon damage after 3 seconds."

Witch Doctor,Poison Dart,This is a Signature spell. Signature spells are free to cast. - Shoot a deadly Poison Dart that deals 185% weapon damage as Poison and an additional 40% weapon damage as Poison over 2 seconds.,Splinters,Shoot 3 Poison Darts that deal 110% weapon damage as Poison each.,Numbing Dart,Shoot a Cold dart that will Slow the enemy by 60% for 2 seconds.,Spined Dart,Gain 50 Mana every time a Poison Dart hits an enemy. Converts the damage type to Physical.,Flaming Dart,"Ignite the dart, dealing 565% weapon damage as Fire over 4 seconds.",Snake to the Face,Transform your Poison Dart into a snake that has a 35% chance to Stun the enemy for 1.5 seconds.

Witch Doctor,Sacrifice,"Banish one of your active Zombie Dogs causing it to explode, dealing 1090% of your weapon damage as Physical to all enemies within 12 yards.",Black Blood,Ichor erupts from the corpse of the Zombie Dog and Stuns enemies for 3 seconds.,Next of Kin,Each Zombie Dog you sacrifice has a 35% chance to resurrect as a new Zombie Dog.,Pride,Gain 280 Mana for each Zombie Dog you sacrifice.,For the Master,"Command all of your Zombie Dogs to charge the target at the same time, each dealing 1300% weapon damage as Physical.",Provoke the Pack,Gain 20% increased damage done for 5 seconds after using Sacrifice.

Witch Doctor,Plague of Toads,This is a Signature spell. Signature spells are free to cast. - Release a handful of toads that deal 190% weapon damage as Poison to enemies they come in contact with.,Explosive Toads,Mutate to fire bullfrogs that explode for 245% weapon damage as Fire.,Piercing Toads,Mutate to frogs that pierce through enemies for 130% weapon damage as Physical.,Rain of Toads,Cause toads to rain from the sky that deal 130% weapon damage as Poison to enemies in the area over 2 seconds.,Addling Toads,Mutate to yellow toads that deal 190% weapon damage as Poison and have a 15% chance to Confuse affected enemies for 4 seconds.,Toad Affinity,Gain 9 Mana every time a toad hits an enemy.Plague of Toads' damage turns into Cold.

Wizard,Meteor,"Cost: 40 Arcane Power - Summon an immense Meteor that plummets from the sky, crashing into enemies for 740% weapon damage as Fire. The ground it hits is scorched with molten fire that deals 235% weapon damage as Fire over 3 seconds.",Thunder Crash,Removes the delay before Meteor comes crashing down.Meteor's damage turns into Lightning.,Star Pact,Expend all remaining Arcane Power. Each point of extra Arcane Power spent increases the impact damage of Meteor by 20% weapon damage as Arcane.,Comet,Summon a Comet that deals 740% weapon damage as Cold and freezes chilled enemies for 1 second upon impact.The impact site is covered in an icy mist that deals 235% weapon damage as Cold over 3 seconds.,Meteor Shower,Unleash a volley of 7 small Meteors that each strike for 277% weapon damage as Fire.,Molten Impact,Greatly increases the size and increases the damage of the Meteor impact to 1648% weapon damage as Fire and the molten fire to 625% weapon damage as Fire over 3 seconds.Adds a 15 second cooldown.

Wizard,Disintegrate,"Cost: 18 Arcane Power - Channel a beam of pure energy, dealing 390% weapon damage as Arcane. - Disintegrate damage is increased by 250% weapon damage every second, up to a maximum total of 890% weapon damage as Arcane.",Convergence,Increase the width of the beam allowing it to hit more enemies.Disintegrate's damage turns into Fire.,Volatility,Enemies killed by the beam have a 35% chance to explode causing 750% weapon damage as Arcane to all enemies within 8 yards.,Entropy,"The beam fractures into a short-ranged cone that deals 435% weapon damage as Arcane.Disintegrate damage is increased by 340% weapon damage every second, up to a maximum total of 1115% weapon damage as Arcane.",Chaos Nexus,While channeling the beam you become charged with energy and discharge at nearby enemies dealing 115% weapon damage as Arcane.,Intensify,Enemies hit by Disintegrate take 15% increased damage from Arcane for 4 seconds.

Wizard,Spectral Blade,This is a Signature spell. Signature spells are free to cast. - Summon a spectral blade that strikes all enemies up to 15 yards in front of you for 168% weapon damage as Arcane.,Flame Blades,"Each enemy hit increases the damage of your Fire spells by 1%, up to a maximum of 30%, for 5 seconds.",Siphoning Blade,Gain 2 Arcane Power for each enemy hit.,Thrown Blade,Extend the reach of Spectral Blade to 20 yards and increase its damage to 231% weapon damage as Lightning.,Barrier Blades,"With each cast, gain a protective shield for 3 seconds that absorbs 4% of your Life in damage.",Ice Blades,Chilled enemies have a 5% chance to be Frozen and Frozen enemies have a 5% increased chance to be critically hit by Spectral Blade.

Wizard,Arcane Orb,"Cost: 30 Arcane Power - Hurl an orb of pure energy that explodes on contact, dealing 435% weapon damage as Arcane to all enemies within 15 yards.",Obliteration,"Increase the speed of the orb and its damage to 700% weapon damage as Arcane, but reduce the area of effect to 8 yards.",Arcane Orbit,"Create 4 Arcane Orbs that orbit you, exploding for 265% weapon damage as Arcane when enemies get close. ",Spark,Lob an electrified orb over enemies that zaps them for 349% weapon damage as Lightning and increases the damage of the next Lightning spell you cast by 2% for every enemy hit up to a maximum of 15.,Scorch,Launch a burning orb that deals 221% weapon damage as Fire. The orb leaves behind a wall of Fire that deals 734% weapon damage as Fire over 5 seconds.,Frozen Orb,"Create an orb of frozen death that shreds an area with ice bolts, dealing 950% weapon damage as Cold."

Wizard,Magic Missile,"This is a Signature spell. Signature spells are free to cast. - Launch a missile of magic energy, dealing 230% weapon damage as Arcane.",Charged Blast,Increase the damage of Magic Missile to 325% weapon damage as Arcane.,Glacial Spike,"Cast out a shard of ice that explodes on impact, causing enemies within 4.5 yards to take 175% weapon damage as Cold and be Frozen for 1 second.Enemies cannot be Frozen by Glacial Spike more than once every 5 seconds.",Split,Fire 3 missiles that each deal 80% weapon damage as Arcane.,Seeker,Missiles track the nearest enemy. Missile damage is increased to 285% weapon damage as Arcane.,Conflagrate,The missile pierces through enemies and causes them to burn for 130% weapon damage as Fire over 3 seconds.Burn damage stacks up to 3 times and any Fire damage taken from your other spells refresh all stacks to their maximum duration.

Wizard,Magic Weapon,"Cost: 25 Arcane Power - Imbue your weapon with magical energy, granting it 10% increased damage. Lasts 10 minutes. - Requires Weapon",Electrify,"Attacks have a chance to cause lightning to arc to 3 nearby enemies, dealing 61% weapon damage as Lightning.",Force Weapon,Increase the damage bonus of Magic Weapon to 20% damage.,Conduit,Enemies hit by your attacks restore up to 3 Arcane Power.,Ignite,"Attacks have a chance to burn enemies, dealing 300% weapon damage as Fire over 3 seconds.",Deflection,"When you perform an attack, gain a protective shield for 3 seconds that absorbs 4% of your Life in damage."

Wizard,Frost Nova,Cooldown: 11 seconds - Blast nearby enemies with an explosion of ice and freeze them for 2 seconds.,Shatter,A frozen enemy that is killed has a 100% chance of releasing another Frost Nova.,Cold Snap,Reduce the cooldown to 7.5 seconds and increase the Freeze duration to 3 seconds.,Frozen Mist,"Frost Nova no longer freezes enemies, but instead leaves behind a mist of frost that deals 915% weapon damage as Cold over 8 seconds.",Deep Freeze,Gain a 10% bonus to Critical Hit Chance for 11 seconds if Frost Nova hits 5 or more enemies.,Bone Chill,Enemies take 33% more damage while frozen or chilled by Frost Nova.

Wizard,Arcane Torrent,"Cost: 16 Arcane Power - Hurl a barrage of arcane projectiles that deal 400% weapon damage as Arcane to all enemies near the impact location. - Arcane Torrent damage is increased by 305% weapon damage every second, up to a maximum total of 1010% weapon damage as Arcane.",Flame Ward,"You take 15% less damage from attacks while channeling. Every second you channel increases this amount by 5%, up to a maximum total of 25% damage reduction.Arcane Torrent's damage turns into Fire.",Death Blossom,"Unleash a torrent of power beyond your control. You no longer direct where the projectiles go, but their damage is greatly increased to 1215% weapon damage as Arcane.Arcane Torrent damage is increased by 640% weapon damage every second, up to a maximum total of 2495% weapon damage as Arcane.",Arcane Mines,"Lay Arcane mines that arm after 2 seconds. These mines explode when an enemy approaches, dealing 825% weapon damage as Arcane. Enemies caught in the explosion have their movement and attack speeds reduced by 60% for 3 seconds.",Static Discharge,Each missile explodes into 2 piercing bolts of electricity that each deal 150% weapon damage as Lightning.,Cascade,Enemies hit by Arcane Torrent have a 12.5% chance to fire a new missile at a nearby enemy dealing 582% weapon damage as Arcane.

Wizard,Archon,"Cooldown: 120 seconds - Transform into a being of pure arcane energy for 20 seconds. While in Archon form, your normal abilities are replaced by powerful Archon abilities, your damage is increased by 30%, and your Armor and resistances are increased by 150%. - Each enemy killed while in Archon form increases your damage by 6% for the remaining duration of Archon.",Combustion,"An explosion erupts around you when you transform, dealing 3680% weapon damage as Fire to all enemies within 15 yards.Archon abilities deal Fire damage instead of Arcane.",Teleport,Archon form can cast Teleport with a 2 second cooldown.,Pure Power,Decrease the cooldown of Archon to 100 seconds.Archon abilities deal Lightning damage instead of Arcane.,Slow Time,Archon form can cast a Slow Time that follows you and your Arcane Blast and Arcane Strike abilities Freeze enemies for 1 second.Archon abilities deal Cold damage instead of Arcane.,Improved Archon,Increase the damage of all Archon abilities by 50%.

Wizard,Hydra,Cost: 15 Arcane Power - Summon a multi-headed Hydra for 15 seconds that attacks enemies with bolts of fire dealing 165% weapon damage as Fire. - Only one Hydra may be active at a time.,Arcane Hydra,"Summon an Arcane Hydra that spits Arcane Orbs that explode on impact, dealing 205% weapon damage as Arcane to enemies near the explosion.",Lightning Hydra,Summon a Lightning Hydra that electrocutes enemies for 255% weapon damage as Lightning.,Blazing Hydra,"Summon a Blazing Hydra that spits bolts of Fire that burn enemies near the point of impact, dealing 155% weapon damage as Fire over 3 seconds. Burn damage can stack multiple times on the same enemy.",Frost Hydra,"Summon a Frost Hydra that breathes a short range cone of frost, causing 255% weapon damage as Cold to all enemies in the cone.",Mammoth Hydra,"Summon a Mammoth Hydra that breathes a river of flame at nearby enemies, dealing 330% weapon damage per second as Fire to enemies caught on the burning ground."

Wizard,Black Hole,Cost: 20 Arcane Power - Cooldown: 12 seconds - Conjure a Black Hole at the target location that draws enemies to it and deals 700% weapon damage as Arcane over 2 seconds to all enemies within 15 yards.,Supermassive,Increases the Black Hole radius to 20 yards and damage to 1290% weapon damage as Lightning over 2 seconds.,Absolute Zero,Each enemy hit increases the damage of your Cold spells by 3% for 10 seconds.Black Hole's damage turns into Cold.,Event Horizon,The Black Hole also absorbs enemy projectiles and objects from Elite monster affixes within 15 yards.,Blazar,"Conjure a Black Hole at the target location that draws enemies to it and deals 700% weapon damage as Fire over 2 seconds to all enemies within 15 yards.After the Black Hole disappears, an explosion occurs that deals 725% weapon damage as Fire to enemies within 15 yards.",Spellsteal,Enemies hit by Black Hole deal 10% reduced damage for 5 seconds. Each enemy hit by Black Hole grants you 3% increased damage for 5 seconds.

Wizard,Slow Time,"Cooldown: 15 seconds - Invoke a bubble of warped time and space at your target location up to 60 yards away for 15 seconds, reducing enemy attack speed by 20% and movement speed by 60%. This bubble also slows the speed of enemy projectiles by 90%.",Time Shell,Increase the potency of the movement speed reduction to 80% and reduces the cooldown to 12 seconds.,Exhaustion,Enemies caught by Slow Time deal 25% less damage.,Time Warp,Enemies caught in the bubble of warped time take 15% more damage.,Point of No Return,Enemies that enter or leave the Slow Time area are stunned for 5 seconds.,Stretch Time,"Time is sped up for any allies standing in the area, increasing their attack speed by 10%."

Wizard,Explosive Blast,Cost: 20 Arcane Power - Cooldown: 6 seconds - Gather an infusion of energy around you that explodes after 1.5 seconds for 945% weapon damage as Arcane to all enemies within 12 yards.,Unleashed,Increases the damage of Explosive Blast to 1485%.,Flash,Reduce the cooldown of Explosive Blast to 3 seconds.Explosive Blast's damage turns into Lightning.,Short Fuse,Immediately release the energy of Explosive Blast for 909% weapon damage as Fire.,Obliterate,Release an enormous Explosive Blast that deals 990% weapon damage as Cold to all enemies within 18 yards.,Chain Reaction,"Instead of a single explosion, release a chain of 3 consecutive explosions, each dealing 520% weapon damage as Fire."

Wizard,Shock Pulse,This is a Signature spell. Signature spells are free to cast. - Release a medium range pulse of 3 unpredictable charges of electricity that deal 194% weapon damage as Lightning.,Explosive Bolts,"Slain enemies explode, dealing 184% weapon damage as Cold to every enemy within 10 yards.Shock Pulse's damage turns into Cold.",Fire Bolts,Cast 3 bolts of fire that each deal 274% weapon damage as Fire.,Piercing Orb,Merge the bolts in a single giant orb that oscillates forward dealing 214% weapon damage as Lightning to everything it hits.,Power Affinity,Gain 2 Arcane Power for each enemy hit.Shock Pulse's damage turns into Arcane.,Living Lightning,"Conjure a being of lightning that drifts forward, electrocuting nearby enemies for 165% weapon damage as Lightning."

Wizard,Familiar,Cost: 20 Arcane Power - Summon a Familiar that attacks your enemies for 240% weapon damage as Arcane. This companion cannot be targeted or damaged by enemies. Lasts 10 minutes.,Sparkflint,Summon a fiery Familiar that grants you 10% increased damage.,Icicle,The Familiar's projectiles have a 35% chance to Freeze the enemy for 1 second.,Ancient Guardian,Summon a protective Familiar. When you are below 50% Life the Familiar will absorb damage from 1 attack every 6 seconds.,Arcanot,"While the Familiar is active, you regenerate 4.5 Arcane Power every second.",Cannoneer,"The Familiar's projectiles explode on impact, dealing 240% weapon damage as Arcane to all enemies within 6 yards."

Wizard,Diamond Skin,"Cooldown: 15 seconds - Transform your skin to diamond for 3 seconds, absorbing up to 40% of your Life in damage from incoming attacks.",Crystal Shell,Increase the maximum amount of damage absorbed to 80% of your Life.,Prism,Reduce the Arcane Power cost of all skills by 9 while Diamond Skin is active.,Sleek Shell,Increases your movement speed by 30% while Diamond Skin is active.,Enduring Skin,Increase the duration of Diamond Skin to 6 seconds.,Diamond Shards,"When Diamond Skin fades, diamond shards explode in all directions dealing 863% weapon damage as Arcane to nearby enemies."

Wizard,Energy Twister,Cost: 35 Arcane Power - Unleash a twister of pure energy that deals 1525% weapon damage as Arcane over 6 seconds to everything in its path.,Mistral Breeze,Reduce the casting cost of Energy Twister to 25 Arcane Power.Energy Twister's damage turns into Cold.,Gale Force,Enemies hit by Energy Twister take 15% increased damage from Fire for 4 seconds.,Raging Storm,"When two Energy Twisters collide, they merge into a tornado with increased area of effect that causes 3200% weapon damage as Arcane over 6 seconds.",Wicked Wind,"Energy Twister no longer travels but spins in place, dealing 835% weapon damage as Arcane over 6 seconds to everything caught in it.",Storm Chaser,Each cast of Energy Twister grants you a Lightning Charge. You can store up to 3 Lightning Charges at a time. Casting a Signature spell releases all Lightning Charges as a bolt of Lightning that deals 196% weapon damage as Lightning per Lightning Charge.Energy Twister's damage turns into Lightning.The following skills are Signature spells: Magic Missile Shock Pulse Spectral Blade Electrocute

Wizard,Wave of Force,Cost: 25 Arcane Power - Discharge a wave of pure energy that deals 390% weapon damage as Arcane to nearby enemies.,Impactful Wave,"Wave of Force repels projectiles back toward their shooter, knocks back nearby enemies and Slows them by 60% for 3 seconds.Wave of Force gains a 5 second cooldown.",Debilitating Force,Enemies hit deal 20% reduced damage for 4 seconds.,Arcane Attunement,Each enemy hit increases the damage of your next Arcane spell by 4%.,Static Pulse,Each enemy hit restores 1 Arcane Power.Wave of Force's damage turns into Lightning.,Heat Wave,Increase the damage to 475% weapon damage as Fire.

Wizard,Electrocute,"This is a Signature spell. Signature spells are free to cast. - Lightning arcs from your fingertips, dealing 69% weapon damage as Lightning. The lightning can jump, hitting up to 2 additional enemies.",Chain Lightning,Increase the maximum number of enemies that can be electrocuted to 10.,Forked Lightning,"Critical Hits release 4 charged bolts in random directions, dealing 44% weapon damage as Fire to any enemies hit.",Lightning Blast,Create streaks of lightning that pierce through enemies for 140% weapon damage as Lightning.,Surge of Power,Gain 1 Arcane Power for each enemy hit.,Arc Lightning,Blast a cone of lightning that deals 155% weapon damage as Lightning to all affected enemies.

Wizard,Blizzard,Cost: 40 Arcane Power - Call down shards of ice that deal 1075% weapon damage as Cold over 6 seconds to enemies in a 12 yard radius. Multiple casts in the same area from the same caster do not stack.,Lightning Storm,Enemies affected by Blizzard take 15% increased damage from Lightning.,Frozen Solid,Enemies caught in the Blizzard have a 100% chance to be Frozen for 2.5 seconds.,Snowbound,Reduce the casting cost of Blizzard to 10 Arcane Power.,Apocalypse,Increase the area of effect of Blizzard to a 30 yard radius.Blizzard's damage turns into Fire.,Unrelenting Storm,Increase the duration and damage of Blizzard to deal 1810% weapon damage as Cold over 8 seconds.

Wizard,Storm Armor,"Cost: 25 Arcane Power - Bathe yourself in electrical energy, periodically shocking a nearby enemy for 175% weapon damage as Lightning. Lasts 10 minutes. - Only one Armor may be active at a time.",Reactive Armor,Ranged and melee attackers are shocked for 189% weapon damage as Lightning.,Power of the Storm,Reduce the Arcane Power cost of all skills by 3 while Storm Armor is active.,Thunder Storm,Increase the damage of the shock to 315% weapon damage as Lightning. ,Scramble,Increase your movement speed by 25% for 3 seconds when you are hit by melee or ranged attacks.,Shocking Aspect,Critical Hits have a chance to electrocute a nearby enemy for 425% weapon damage as Lightning.

Wizard,Energy Armor,"Cost: 25 Arcane Power - Focus your energies, increasing your Armor by 35% but decreasing your maximum Arcane Power by 20. Lasts 10 minutes. - Only one Armor may be active at a time.",Absorption,You have a chance to gain 4 Arcane Power when you are hit by a ranged or melee attack.,Pinpoint Barrier,Energy Armor also increases your Critical Hit Chance by 5%.,Energy Tap,"Rather than decreasing your maximum Arcane Power, Energy Armor increases it by 20.",Force Armor,Incoming attacks that would deal more than 35% of your maximum Life are reduced to deal 35% of your maximum Life instead.The amount absorbed cannot exceed 100% of your maximum Life.,Prismatic Armor,Energy Armor also increases your resistance to all damage types 25%.

Wizard,Ice Armor,Cost: 25 Arcane Power - Surround yourself in a barrier of ice that reduces damage from melee attacks by 12%. Melee attackers are either Chilled or Frozen for 3 seconds. Lasts 10 minutes. - Only one Armor may be active at a time.,Chilling Aura,"Lower the temperature of the air around you. Nearby enemies are chilled, slowing their movement speed by 80%.",Crystallize,"When you are struck by a melee attack, your Armor is increased by 20% for 30 seconds. This effect stacks up to 3 times.",Jagged Ice,Melee attackers also take 189% weapon damage as Cold.,Ice Reflect,"Melee attacks have a 40% chance to create a Frost Nova centered on the attacker, dealing 75% weapon damage as Cold.",Frozen Storm,"A whirling storm of ice builds around you, dealing 80% weapon damage as Cold every second."

Wizard,Ray of Frost,"Cost: 16 Arcane Power - Project a beam of frozen ice that blasts enemies within 5 yards of the first enemy hit for 430% weapon damage as Cold and Slows their movement by 60% for 3 seconds. - Ray of Frost damage is increased by 405% weapon damage every second, up to a maximum total of 1240% weapon damage as Cold.",Cold Blood,Reduce channeling cost to 11 Arcane Power.,Numb,Ray of Frost has a 10% chance to Freeze enemies for 1 second and increases the Slow amount to 80% for 3 seconds.,Black Ice,Enemies killed by Ray of Frost leave behind a patch of ice that deals 1625% weapon damage as Cold to enemies moving through it over 3 seconds.,Sleet Storm,"Create a swirling storm around you that grows up to a 22 yard radius, dealing 300% weapon damage as Cold to all enemies caught within it.Ray of Frost damage is increased by 220% weapon damage every second, up to a maximum total of 740% weapon damage as Cold.",Snow Blast,Enemies hit by Ray of Frost take 15% increased damage from Cold for 4 seconds.

Wizard,Mirror Image,"Cooldown: 15 seconds - Summon 2 illusionary duplicates of yourself that taunt nearby enemies for 1 second, last for 7 seconds and have 50% of your Life. - Spells cast by your Mirror Images will deal 10% of the damage of your own spells.",Hard Light,Increase the Life of your Mirror Images to 200% of your own.,Duplicates,Summon 4 Mirror Images that taunt nearby enemies for 1 second and each have 50% of your Life.,Mocking Demise,"When a Mirror Image is destroyed, it explodes, dealing 309% weapon damage as Arcane with a 50% chance to Stun for 2 seconds.",Extension of Will,Increase the duration of your Mirror Images to 10 seconds and their Life to 100% of your Life.,Mirror Mimics,Spells cast by your Mirror Images will deal 20% of the damage of your own spells.

Wizard,Teleport,Cooldown: 11 seconds - Teleport through the ether to the selected location up to 50 yards away.,Safe Passage,"For 5 seconds after you Teleport, you will take 25% less damage.",Wormhole,"After casting Teleport, you have 3 seconds to Teleport 1 additional time.",Reversal,Casting Teleport again within 5 seconds will instantly return you to your original location and set the remaining cooldown to 1 second.,Fracture,Summon 2 decoys for 6 seconds after teleporting.,Calamity,"Cast a short range Wave of Force upon arrival, dealing 175% weapon damage as Arcane to all nearby enemies and stunning them for 1 second."

